Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_FB,pct_PTS_FT,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD,RA_FGA,RA_FG%,ITP_FGA,ITP_FG%,MR_FGA,MR_FG%,LC3_FGA,LC3_FG%,RC3_FGA,RC3_FG%,AB3_FGA,AB3_FG%,EFG%,TS%,year,Total Minutes
ALEX BENTLEY,ATL,-0.32768507614964315,0.3943528949792838,0.5256964677013013,-0.5468778407712553,-1.217863804053674,1.4500854769623415,-0.22769632647311616,2.916448824243122,0.8504222609260998,0.9783818558028621,0.7815982998730928,-0.4574398628358331,-1.1064453194352077,-1.3182126145916797,1.2973182427896128,0.8130668697838911,-1.2771067954870399,-0.32365457445440227,-0.4251280543935148,-0.5085934974917405,0.8315250387287068,-0.1826919702932135,-1.1388349326180576,1.5597559053690941,0.532349827464716,1.0372952176469843,0.21949936275603715,0.06692209544392079,1.3909210534587828,1.113784873383677,0.46338036557180545,-0.05683953519004584,-0.1815523416243784,2018,745.5
ALLISHA GRAY,DAL,-0.580649093140394,0.6583231760233076,1.0075644349426855,0.3401610537967007,-0.276588713365724,0.4742168528237646,0.6628742434409418,-0.05754662979610891,-0.4197099210126144,-0.45675042054694315,0.21131107804206875,0.061954379844958385,-0.24833706219622415,-0.6536031717821305,0.14706130647644702,-0.44411722062324577,-0.5515610349047535,-0.3136773963296542,-0.05432191806139356,0.3408658547019114,0.42211690290593235,0.02898802480667239,-0.129469569253098,-0.6009647753039745,0.16299034491069625,1.0372952176469843,-0.7071610722262471,1.567889093257573,-0.033806268688575045,0.7932859270470983,0.42310394815932395,0.08722192350687923,0.3643464913310024,2018,907.8
AZURÁ STEVENS,DAL,-0.1577248772339822,0.21699786240283028,0.11129001587371083,-0.16434231748882439,-0.029098280038289116,0.21763070595974246,0.8245767588453915,-0.5975403843235573,0.27462900511388283,0.4012090924882665,0.19891352974139434,-0.2213515707082006,0.5070915745184367,0.4651560569472777,-0.37240956798756325,0.1777157703308221,0.07033533130863481,0.005592303662278996,-0.15861114390480252,0.6022379630691889,0.4597636280390609,0.24066801990655828,0.13263082896874256,-0.27358285398987314,-0.46556877452333706,-0.1918017572252914,0.37178272095242637,0.817405594350747,1.3909210534587828,0.4727869807105197,0.4403652699075303,0.24729021094790732,0.27076383425293743,2018,700.4000000000001
BREANNA STEWART,SEA,0.05176094933648329,-0.0016025265867520484,0.07274057849440005,-0.0645504418499293,0.7214874603809812,-0.5605403951852436,0.7859612327786574,-0.468586651899092,1.3923453252199518,1.3995619803837835,0.21750985219240604,1.7617900831639126,-0.18966299332518247,1.1962264440377817,-0.35385703675670566,-0.11968261664721065,0.7400698795384378,-0.6129927400720918,1.8808226059218647,1.51704034235466,0.9538768954113747,2.7808279611051896,0.7572105013271708,0.9049920627408917,0.5453098093087164,0.4227467302108466,0.588867508168556,0.06692209544392079,1.3909210534587828,1.6265831875222025,1.0272502093465443,1.087648720013305,1.1052091931990191,2018,1074.4
BRIA HARTLEY,NYL,-0.5569337165475113,0.6335759621754306,0.2654877653909538,-0.23087023458142106,-0.4956786051637815,0.7013586877525715,0.1536319934358844,1.643030716551527,0.32543429239143157,0.13602160664102003,0.5150510114085926,0.3452603303981174,-0.4610305618537499,-0.5760654034543498,1.2602131803278975,0.7184401102908808,0.22979593803001644,-0.41344917757713334,0.39759806059337954,0.27552282761009195,0.20564823339044244,-0.07685197274327056,-0.42502959277985397,-0.208106469727053,0.059310490158690665,-0.1918017572252914,0.9128746532672568,0.06692209544392079,0.44110283869387756,1.113784873383677,0.4058426264111178,0.031198022902519735,-0.009984136981258494,2018,805.8
BRITTNEY GRINER,PHO,1.1584785236710187,-1.1564725061543568,-0.727160247126298,0.19047324033835816,1.220525547254334,-1.0779190191897476,0.8245767588453915,-0.5975403843235573,1.477020804015866,1.290367133270211,-1.1276241384307701,1.6390241712575433,0.9031415393979678,0.9414594909607876,-0.5857636771424245,0.52918659130486,0.25371502903822374,0.005592303662278996,1.7765333800784555,2.5625287758237696,0.49270451253054864,3.627547941504734,0.5006867073228164,1.690708673894735,0.9859491920047401,-0.8063502446614295,-0.7071610722262471,-0.6835614034629054,-0.5087153760710277,-0.9374083831704262,0.5611945221449742,0.7354984876430432,0.8634539957473509,2018,1108.4
CHELSEA GRAY,LAS,0.22962627378310504,-0.18720663044583136,-0.4091273887469843,-0.23087023458142106,-1.0555749953143723,1.2818322659039663,0.5711623690324481,0.24871848471199615,0.5794607287791744,0.448006884108369,0.11832946578701047,0.5058003690449074,-0.8717490439510411,-0.7311409401099112,1.5199486175599028,0.7319582187898821,-0.4798037618801317,-0.7227416994443189,0.6293518958009554,0.5368949359773694,0.7374082258958851,1.1932279978560452,0.5341463326277323,1.690708673894735,0.5453098093087164,-0.1918017572252914,1.4539665855820871,-0.6835614034629054,-0.5087153760710277,0.7932859270470983,0.8488832179484125,0.6234506864343236,0.6294973530521878,2018,1111.8000000000002
CHEYENNE PARKER-TYUS,CHI,0.8778465673219039,-0.8636304756211426,-0.7367976064711257,0.1405773025189105,0.7296019008179464,-0.5689530557381622,0.4215272055238529,0.748414197856799,0.5963958245383569,0.448006884108369,-0.7990891084628977,1.4501535375554373,1.5485562969794253,1.6171457578171629,-1.0403006922984335,0.02901657684180571,1.67291442885852,0.8736068005153474,1.8692349141614857,1.8437554778137568,0.17270734889895473,-0.07685197274327056,0.2385863091009758,-0.40453562251551367,1.2516288198067538,-0.8063502446614295,-0.7071610722262471,-0.6835614034629054,-0.5087153760710277,-0.6169094368338476,0.46338036557180545,0.7274950732709916,0.7464756743997694,2018,669.8
COURTNEY PARIS,SEA,1.122905458781694,-1.119351685382541,-0.939182152712507,-0.4359979789502609,1.0379506374226195,-0.8886341567490754,-1.5888936203254975,-0.5975403843235573,-1.3850103792860375,-1.3303091974555201,-1.1338229125811075,-0.4763269262060436,2.039951623774399,2.204217432298931,-0.42806716168013575,-0.9713234520843032,0.46101381777601996,1.192876500507281,-0.969749567131318,-0.3125644162162825,0.36094097456459806,-0.6060519604929854,-0.10716315238315381,-1.0592994651437164,-0.07676931920331664,-0.8063502446614295,-0.7071610722262471,-0.6835614034629054,-0.5087153760710277,-1.001508172437742,-1.3548121919059244,0.6394575151784261,0.38774215560051906,2018,360.4
DEWANNA BONNER,PHO,-0.3237325133841626,0.3902283593379708,0.02455378177026162,-0.014654504030481847,-0.06155604178614934,0.2512813481714174,0.47462355386561256,0.5711028157731594,0.8165520694077343,0.9939811196762297,0.5336473338596041,0.4963568373598023,0.17704993711882763,0.7088461859774456,0.05429865032215946,-0.4576353291222472,0.4370947267678127,-0.9222852619392771,0.5598257452386824,1.582383369446479,0.33741177135639266,0.7698680076562732,0.6401018127599655,0.5776101414267903,0.6684296368267229,2.2663921925192607,0.588867508168556,2.3183725921643994,0.44110283869387756,1.8829823445914657,0.42310394815932395,0.471385813365347,0.582706024513155,2018,1118.6
