Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%
A'DIA MATHIES,LAS,23,0.4,0.7,61.9,0.1,0.3,28.6,0.2,0.8,20.8,0.1,0.3,25.0,0.1,0.1,100,0.1,0.4,18.2
ALANA BEARD,LAS,32,1.0,1.6,64.0,0.3,0.8,37.0,1.3,3.1,42.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,16.7
ALEX BENTLEY,ATL,23,0.8,1.6,50.0,0.6,1.2,48.8,1.1,3.1,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.5,33.3
ALEX MONTGOMERY,NYL,25,0.9,1.7,50.0,0.3,0.9,37.9,1.0,2.8,35.1,0.1,0.2,50.0,0.0,0.0,0.0,0.3,1.1,27.0
ALEXIS HORNBUCKLE,PHO,28,0.4,0.8,45.8,0.1,0.5,28.6,0.2,0.6,27.8,0.1,0.3,40.0,0.0,0.2,0.0,0.3,1.0,28.6
ALLIE QUIGLEY,CHI,28,0.2,0.8,31.8,0.1,0.5,28.6,0.6,2.0,32.3,0.1,0.4,16.7,0.1,0.2,50.0,0.5,1.5,33.3
ALLISON HIGHTOWER,CON,26,1.0,1.6,61.8,1.0,3.0,33.3,2.0,4.4,45.7,0.0,0.1,0.0,0.1,0.2,33.3,1.1,3.0,37.1
ALYSHA CLARK,SEA,26,0.7,1.1,62.9,0.3,0.6,42.9,0.0,0.3,11.1,0.0,0.4,0.0,0.1,0.4,33.3,0.4,0.8,51.9
AMBER HARRIS,MIN,26,0.6,0.9,60.0,0.2,0.3,75.0,0.1,0.9,16.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.6,15.4
ANEIKA MORELLO,ATL,28,0.8,1.4,58.3,0.6,1.4,46.8,0.1,0.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGEL GOODRICH,TUL,24,1.0,1.6,60.8,0.4,1.0,35.5,0.3,0.7,34.8,0.0,0.3,14.3,0.1,0.1,66.7,0.2,0.7,22.7
ANGEL MCCOUGHTRY,ATL,27,4.1,6.4,63.2,0.9,2.5,36.6,1.8,5.7,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.3,20.9
ANNE MARIE ARMSTRONG,ATL,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.3,0.5,50.0
ARMINTIE HERRINGTON,ATL,29,2.1,3.5,59.8,0.3,0.9,29.2,0.5,1.6,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHLEY ROBINSON,SEA,31,0.1,0.5,18.2,0.3,0.4,87.5,0.2,0.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASHLEY WALKER,CON,27,0.3,0.7,40.0,0.0,0.3,0.0,0.1,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,25.0
AVERY WARLEY-TALBERT,CHI,27,0.6,1.3,50.0,0.1,0.4,22.2,0.0,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BECKY HAMMON,SAN,37,0.0,0.0,0.0,1.0,1.0,100,0.0,1.0,0.0,0.0,0.0,0.0,-,-,-,0.0,1.0,0.0
BRIANA BUTLER,PHO,23,0.8,1.3,65.1,0.1,0.2,25.0,0.5,1.5,34.0,0.1,0.4,20.0,0.0,0.3,14.3,0.3,1.0,29.4
BRIANN JANUARY,IND,27,1.3,3.1,43.9,0.1,0.7,8.7,0.9,3.0,31.3,0.2,0.3,66.7,0.0,0.1,0.0,0.9,2.8,33.0
BRITTNEY GRINER,PHO,23,2.4,3.4,69.6,2.0,4.1,48.6,0.8,1.7,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMILLE SMITH,SEA,29,2.1,3.8,56.6,0.7,2.1,33.3,0.3,0.9,36.7,0.0,0.1,0.0,0.0,0.0,0.0,0.4,1.3,30.2
CANDACE PARKER,LAS,28,4.0,6.0,66.7,1.2,2.5,48.1,1.2,4.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,26.5
CANDICE DUPREE,PHO,29,2.9,4.3,68.4,1.3,3.3,38.3,2.2,4.7,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
